,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_No,Attrition_Yes,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y
948,949,4.0,4.0,3.0,3,4,26,11.25,2,1,1414.3999999999999,1.0,23,8,1,7.0,5,7,5,7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
949,950,1.0,2.0,3.0,3,3,55,14.375,1,5,304.46,5.0,11,8,2,8.0,2,4,1,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
950,951,2.0,4.0,4.0,1,3,34,17.5,3,2,2294.5,1.0,19,8,1,15.0,6,15,4,13,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
951,952,3.0,4.0,4.0,2,3,60,10.625,4,1,523.25,3.0,13,8,1,19.0,5,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
952,953,2.0,2.0,3.0,3,3,33,1.875,3,3,1264.25,1.0,11,8,0,14.0,0,14,2,13,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
953,954,3.0,4.0,2.0,3,3,37,8.125,3,1,1547.52,1.0,12,8,1,6.0,4,6,1,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
954,955,2.0,4.0,3.0,3,3,34,4.375,2,1,283.01,1.0,13,8,0,10.0,5,10,8,7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
955,956,3.0,4.0,3.0,3,3,23,7.5,2,2,978.25,1.0,14,8,2,3.0,2,3,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
956,957,3.0,4.0,3.0,4,3,44,0.625,3,1,628.42,1.0,14,8,0,9.0,1,8,6,7,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
957,958,1.0,4.0,4.0,3,3,35,8.125,3,3,265.46,0.0,16,8,0,6.0,2,5,1,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
958,959,4.0,4.0,3.0,1,3,43,15.625,4,2,288.59999999999997,1.0,11,8,0,10.0,2,10,8,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
959,960,3.0,3.0,3.0,3,3,24,3.75,3,3,136.76,1.0,13,8,0,5.0,3,5,0,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
960,961,4.0,3.0,3.0,3,3,41,3.75,4,1,366.72999999999996,1.0,17,8,0,10.0,3,10,8,7,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
961,962,4.0,3.0,3.0,3,3,29,1.25,2,2,2500.81,9.0,11,8,1,9.0,2,5,1,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
962,963,3.0,4.0,2.0,1,3,36,0.625,4,3,533.91,3.0,11,8,1,17.0,2,13,6,7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
963,964,3.0,3.0,2.0,2,3,45,1.25,3,2,1091.48,3.0,15,8,2,25.0,3,23,14,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
964,965,4.0,3.0,3.0,2,3,24,3.75,2,2,260.90999999999997,1.0,12,8,0,1.0,2,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
965,966,3.0,3.0,1.0,3,3,47,0.625,3,2,2551.5099999999998,7.0,11,8,2,25.0,1,23,14,10,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
966,967,4.0,3.0,4.0,3,3,26,5.625,1,1,1389.1799999999998,1.0,14,8,1,3.0,2,3,0,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
967,968,4.0,2.0,3.0,3,4,45,0.625,4,1,382.46,1.0,22,8,1,21.0,4,21,8,6,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
968,969,1.0,3.0,2.0,3,3,32,0.625,1,2,1151.54,6.0,16,8,1,10.0,2,5,1,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
969,970,2.0,3.0,4.0,3,3,31,8.75,2,1,2178.2799999999997,1.0,11,8,2,6.0,5,5,0,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
970,971,3.0,2.0,3.0,1,3,41,1.25,2,2,1403.74,6.0,14,8,2,10.0,5,3,1,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
971,972,2.0,1.0,3.0,3,3,40,13.75,2,1,301.99,2.0,16,8,1,18.0,2,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
972,973,2.0,1.0,4.0,2,3,24,1.875,3,1,184.07999999999998,1.0,15,8,1,6.0,3,6,1,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
973,974,3.0,2.0,3.0,2,3,46,3.75,3,4,599.9499999999999,6.0,12,8,0,19.0,3,10,0,9,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
974,975,4.0,3.0,3.0,3,4,35,5.0,4,1,319.93,2.0,20,8,1,17.0,4,7,0,7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
975,976,2.0,4.0,2.0,3,3,30,5.625,4,1,1133.86,1.0,17,8,1,10.0,3,10,0,8,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
976,977,3.0,2.0,1.0,3,3,47,1.875,2,2,514.15,7.0,12,8,1,4.0,5,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
977,978,3.0,4.0,2.0,3,4,46,0.625,4,3,1294.4099999999999,4.0,20,8,0,13.0,1,10,0,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
978,979,2.0,1.0,3.0,3,4,36,0.625,3,2,438.88,5.0,20,8,0,16.0,3,2,2,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
979,980,1.0,2.0,3.0,3,3,32,16.25,3,2,1146.99,6.0,13,8,2,10.0,3,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
980,981,3.0,2.0,1.0,3,3,23,3.75,4,3,1341.86,1.0,14,8,2,3.0,2,3,1,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
981,982,4.0,4.0,2.0,3,3,31,1.875,3,2,600.73,2.0,18,8,1,9.0,3,5,1,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
982,983,4.0,4.0,3.0,2,3,39,1.875,3,2,1426.8799999999999,1.0,11,8,0,9.0,3,9,5,8,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
983,984,4.0,3.0,1.0,2,3,32,3.75,3,1,475.79999999999995,3.0,11,8,2,10.0,0,4,0,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
984,985,2.0,2.0,2.0,2,3,40,3.75,3,3,1362.6599999999999,1.0,11,8,1,21.0,6,21,12,8,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
985,986,3.0,3.0,4.0,3,3,45,11.875,4,1,925.4699999999999,4.0,15,8,0,9.0,2,5,0,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
986,987,4.0,1.0,3.0,3,3,30,5.625,3,1,1245.6599999999999,0.0,12,8,1,10.0,2,9,0,7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
988,989,3.0,4.0,2.0,3,3,30,6.25,3,1,286.90999999999997,6.0,14,8,0,6.0,4,4,1,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
989,990,1.0,3.0,3.0,4,3,31,1.875,2,3,1008.28,1.0,15,8,2,6.0,3,5,0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
990,991,3.0,4.0,2.0,2,3,27,1.875,3,1,870.2199999999999,1.0,13,8,1,6.0,2,6,1,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
991,992,2.0,2.0,3.0,3,3,29,2.5,3,5,479.83,1.0,13,8,0,2.0,3,2,2,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
992,993,4.0,3.0,4.0,3,4,29,5.0,4,1,309.01,8.0,21,8,1,10.0,2,3,0,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
993,994,3.0,1.0,3.0,3,3,30,4.375,3,3,300.69,2.0,11,8,0,12.0,5,7,1,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
994,995,4.0,4.0,3.0,2,3,34,0.625,2,2,2296.45,0.0,11,8,0,6.0,5,5,1,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
995,996,4.0,2.0,2.0,3,3,33,1.25,4,1,337.47999999999996,8.0,14,8,1,13.0,4,11,1,7,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
996,997,4.0,4.0,4.0,3,3,49,1.875,4,1,614.64,3.0,11,8,1,8.0,4,5,0,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
997,998,1.0,1.0,2.0,1,3,33,6.25,3,1,559.26,2.0,13,8,0,11.0,3,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
998,999,3.0,2.0,2.0,3,3,38,17.5,3,1,387.27,4.0,12,8,1,9.0,3,6,0,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
999,1000,1.0,3.0,3.0,3,3,31,5.625,4,2,2195.0499999999997,2.0,14,8,2,10.0,2,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1000,1001,4.0,1.0,3.0,3,3,29,1.875,4,2,727.0899999999999,1.0,13,8,1,1.0,3,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1001,1002,3.0,3.0,3.0,3,3,30,1.25,1,1,1357.85,3.0,18,8,1,10.0,3,7,1,7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1002,1003,2.0,2.0,3.0,3,3,32,6.25,4,1,1136.2,2.0,11,8,1,12.0,2,7,0,7,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1003,1004,2.0,4.0,3.0,2,3,38,5.0,2,1,326.82,3.0,11,8,0,15.0,2,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1004,1005,3.0,3.0,3.0,3,3,43,0.625,4,3,995.15,9.0,12,8,1,6.0,3,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1005,1006,2.0,2.0,2.0,3,3,42,0.625,3,1,2270.45,8.0,13,8,1,7.0,3,5,0,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1006,1007,3.0,1.0,3.0,3,4,55,1.875,2,1,955.63,8.0,20,8,1,34.0,3,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1007,1008,4.0,2.0,2.0,3,3,33,8.75,3,1,1406.6,5.0,12,8,0,11.0,2,9,1,7,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1008,1009,3.0,1.0,3.0,3,3,41,3.125,3,1,1581.97,1.0,19,8,0,5.0,2,5,0,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1009,1010,4.0,3.0,3.0,2,4,34,4.375,4,1,2551.38,1.0,21,8,0,15.0,5,15,0,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1010,1011,1.0,3.0,2.0,4,3,53,6.25,4,2,269.09999999999997,4.0,13,8,2,27.0,2,3,0,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1011,1012,2.0,4.0,3.0,3,3,43,10.0,2,1,881.66,0.0,16,8,1,10.0,2,9,1,8,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1012,1013,4.0,4.0,3.0,3,3,34,6.25,2,5,1011.27,5.0,12,8,1,6.0,2,2,2,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1013,1014,2.0,2.0,3.0,4,3,21,0.625,2,5,362.83,1.0,14,8,0,1.0,3,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1014,1015,4.0,3.0,3.0,2,3,38,5.0,2,2,416.13,1.0,11,8,1,5.0,3,5,0,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1015,1016,3.0,1.0,3.0,3,3,22,0.625,3,4,645.8399999999999,1.0,14,8,0,1.0,3,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1016,1017,1.0,4.0,3.0,2,3,31,5.0,5,5,1705.6,1.0,12,8,2,13.0,6,12,5,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1017,1018,1.0,3.0,3.0,3,3,51,0.625,4,1,524.29,2.0,14,8,0,15.0,2,2,2,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1018,1019,2.0,2.0,3.0,2,3,37,15.0,1,2,427.83,1.0,16,8,3,5.0,2,5,0,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1019,1020,3.0,4.0,3.0,4,3,46,1.875,4,1,555.36,7.0,13,8,0,24.0,3,2,2,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1020,1021,4.0,1.0,3.0,2,3,36,16.875,3,4,657.28,7.0,12,8,0,15.0,2,12,5,7,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1021,1022,3.0,2.0,2.0,4,3,44,6.25,4,1,369.71999999999997,1.0,12,8,0,6.0,2,5,2,3,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1022,1023,3.0,2.0,2.0,3,3,37,11.875,2,2,351.39,2.0,14,8,0,19.0,2,10,4,7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1023,1024,3.0,4.0,3.0,3,4,35,9.375,4,2,247.51999999999998,1.0,22,8,1,10.0,4,10,7,7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1024,1025,4.0,1.0,3.0,3,3,33,5.0,5,2,1069.12,6.0,19,8,0,14.0,3,10,7,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1025,1026,3.0,4.0,4.0,3,3,28,5.625,3,2,619.5799999999999,1.0,12,8,0,5.0,3,5,0,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
