,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
1270,1271,4.0,4.0,2.0,3,3,31,No,Travel_Rarely,Sales,6.25,2,Life Sciences,Female,2,Research Scientist,Divorced,1461.72,3.0,Y,12,8,1,10.0,3,7,1,7
1271,1272,1.0,3.0,4.0,3,3,37,No,Travel_Rarely,Sales,2.5,3,Marketing,Male,4,Human Resources,Divorced,2084.16,1.0,Y,13,8,0,7.0,2,7,0,7
1272,1273,1.0,4.0,3.0,3,3,32,No,Travel_Rarely,Research & Development,13.125,3,Other,Male,2,Sales Executive,Married,307.06,1.0,Y,11,8,0,9.0,2,9,7,8
1273,1274,4.0,4.0,3.0,3,3,38,No,Travel_Frequently,Research & Development,15.625,3,Medical,Male,2,Manufacturing Director,Single,2122.64,1.0,Y,17,8,3,10.0,2,10,9,9
1274,1275,2.0,3.0,2.0,3,3,50,No,Travel_Rarely,Sales,1.25,4,Marketing,Female,4,Research Scientist,Divorced,1088.8799999999999,5.0,Y,14,8,3,29.0,2,27,13,8
1275,1276,1.0,1.0,2.0,3,3,59,No,Travel_Rarely,Research & Development,0.625,3,Technical Degree,Male,1,Laboratory Technician,Single,2158.7799999999997,7.0,Y,11,8,0,28.0,6,21,7,9
1276,1277,3.0,3.0,3.0,3,3,36,No,Travel_Rarely,Sales,0.625,2,Marketing,Female,2,Sales Executive,Divorced,1118.78,1.0,Y,14,8,2,17.0,3,17,12,8
1277,1278,4.0,3.0,3.0,3,3,55,No,Travel_Rarely,Research & Development,4.375,3,Medical,Male,3,Research Scientist,Divorced,295.36,2.0,Y,17,8,1,21.0,2,5,0,2
1278,1279,2.0,2.0,3.0,3,3,36,No,Travel_Frequently,Research & Development,1.875,3,Life Sciences,Female,2,Laboratory Technician,Single,262.34,1.0,Y,13,8,0,6.0,5,6,0,3
1279,1280,2.0,1.0,3.0,3,3,45,No,Travel_Rarely,Research & Development,0.625,2,Medical,Female,1,Sales Executive,Divorced,920.79,2.0,Y,12,8,1,25.0,5,1,0,0
1280,1281,2.0,1.0,2.0,3,3,35,No,Travel_Frequently,Human Resources,5.625,3,Other,Female,2,Sales Representative,Married,530.92,4.0,Y,13,8,1,5.0,3,3,1,2
1281,1282,4.0,3.0,2.0,4,3,36,Yes,Travel_Rarely,Sales,4.375,2,Life Sciences,Male,4,Laboratory Technician,Married,1873.4299999999998,0.0,Y,18,8,3,2.0,2,1,0,0
1282,1283,1.0,3.0,2.0,2,3,59,No,Travel_Frequently,Research & Development,6.25,4,Life Sciences,Male,3,Research Scientist,Single,300.03999999999996,7.0,Y,19,8,1,20.0,4,4,1,3
1283,1284,3.0,2.0,3.0,3,3,29,No,Travel_Rarely,Research & Development,17.5,4,Life Sciences,Female,1,Sales Representative,Married,629.3299999999999,0.0,Y,11,8,0,6.0,3,5,0,4
1284,1285,3.0,2.0,3.0,1,4,31,No,Travel_Rarely,Research & Development,1.875,2,Medical,Female,3,Sales Executive,Single,557.05,1.0,Y,21,8,1,1.0,2,1,1,0
1285,1286,2.0,2.0,3.0,2,3,32,No,Travel_Rarely,Sales,1.875,4,Life Sciences,Male,2,Manufacturing Director,Married,1262.95,1.0,Y,15,8,1,10.0,1,10,0,9
1286,1287,2.0,4.0,3.0,3,3,36,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,Male,2,Sales Representative,Married,561.6,3.0,Y,17,8,0,5.0,2,1,0,0
1287,1288,3.0,4.0,3.0,3,3,31,No,Travel_Rarely,Research & Development,16.875,3,Medical,Female,2,Research Director,Single,277.15999999999997,1.0,Y,18,8,0,11.0,3,11,1,8
1288,1289,3.0,1.0,3.0,4,3,35,No,Travel_Rarely,Research & Development,1.25,4,Medical,Male,2,Healthcare Representative,Single,1316.12,0.0,Y,14,8,1,16.0,2,15,2,8
1289,1290,4.0,1.0,4.0,1,3,45,No,Travel_Rarely,Human Resources,8.75,3,Human Resources,Female,1,Sales Executive,Married,711.49,4.0,Y,13,8,0,17.0,3,0,0,0
1290,1291,1.0,3.0,4.0,3,3,37,No,Travel_Rarely,Research & Development,0.625,3,Life Sciences,Female,3,Sales Executive,Single,676.91,4.0,Y,17,8,3,16.0,3,5,0,2
1291,1292,2.0,2.0,3.0,3,3,46,No,Travel_Rarely,Research & Development,5.625,3,Medical,Male,3,Manager,Divorced,2136.81,8.0,Y,15,8,1,16.0,0,4,0,2
1292,1293,4.0,4.0,2.0,3,3,30,No,Travel_Rarely,Sales,11.25,3,Life Sciences,Male,4,Human Resources,Married,298.47999999999996,1.0,Y,18,8,1,10.0,2,10,3,0
1293,1294,2.0,3.0,3.0,3,3,35,No,Travel_Rarely,Research & Development,12.5,4,Life Sciences,Female,3,Human Resources,Single,528.97,1.0,Y,13,8,0,6.0,5,6,0,4
1294,1295,1.0,4.0,3.0,3,3,55,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,Female,2,Laboratory Technician,Married,967.3299999999999,3.0,Y,12,8,1,24.0,4,1,1,0
1295,1296,2.0,4.0,3.0,4,3,38,No,Non-Travel,Sales,6.875,1,Marketing,Male,2,Laboratory Technician,Divorced,315.9,7.0,Y,13,8,2,17.0,2,13,1,9
1296,1297,1.0,2.0,3.0,3,3,34,No,Travel_Rarely,Research & Development,5.0,2,Medical,Male,1,Research Scientist,Married,764.14,1.0,Y,14,8,0,5.0,1,5,1,3
1297,1298,4.0,4.0,2.0,3,3,56,No,Travel_Rarely,Human Resources,1.25,1,Medical,Male,2,Sales Executive,Single,343.71999999999997,4.0,Y,11,8,1,37.0,2,6,0,2
1298,1299,3.0,1.0,3.0,3,4,23,No,Travel_Rarely,Research & Development,6.25,3,Medical,Male,2,Laboratory Technician,Divorced,837.0699999999999,3.0,Y,22,8,3,3.0,2,0,0,0
1299,1300,4.0,4.0,3.0,2,3,51,No,Travel_Rarely,Research & Development,18.125,4,Life Sciences,Female,5,Manufacturing Director,Married,318.63,3.0,Y,17,8,0,10.0,2,4,0,3
1300,1301,3.0,4.0,3.0,4,4,30,No,Travel_Rarely,Sales,5.0,2,Technical Degree,Male,1,Sales Representative,Married,830.9599999999999,1.0,Y,21,8,1,11.0,2,11,10,8
1301,1302,3.0,4.0,3.0,3,4,46,Yes,Travel_Rarely,Sales,0.625,2,Medical,Female,2,Research Scientist,Single,1262.82,1.0,Y,22,8,0,9.0,0,9,4,7
1302,1303,3.0,2.0,2.0,2,3,40,No,Travel_Frequently,Research & Development,3.75,3,Medical,Male,1,Healthcare Representative,Married,790.01,1.0,Y,16,8,2,22.0,2,22,11,11
1303,1304,3.0,4.0,1.0,3,3,51,No,Travel_Rarely,Research & Development,5.0,4,Life Sciences,Female,5,Sales Representative,Single,318.5,0.0,Y,12,8,1,11.0,2,10,1,0
1304,1305,3.0,2.0,2.0,3,3,30,No,Travel_Rarely,Research & Development,5.625,3,Life Sciences,Male,1,Manufacturing Director,Divorced,1202.5,1.0,Y,12,8,3,11.0,0,11,2,7
1305,1306,3.0,1.0,2.0,3,3,46,No,Travel_Frequently,Research & Development,7.5,1,Medical,Male,1,Laboratory Technician,Married,269.62,2.0,Y,15,8,1,21.0,3,10,9,5
1306,1307,2.0,3.0,3.0,2,3,32,No,Travel_Rarely,Sales,9.375,3,Marketing,Male,1,Research Scientist,Single,1321.97,1.0,Y,14,8,0,12.0,6,11,5,7
1307,1308,1.0,3.0,1.0,2,4,54,No,Travel_Rarely,Research & Development,15.625,1,Medical,Female,1,Laboratory Technician,Married,631.15,9.0,Y,25,8,1,16.0,2,4,0,3
1308,1309,1.0,3.0,2.0,3,4,24,No,Travel_Rarely,Sales,3.75,2,Marketing,Male,2,Research Scientist,Married,531.31,0.0,Y,20,8,3,4.0,1,3,0,2
1309,1310,2.0,3.0,4.0,2,3,28,No,Non-Travel,Sales,5.625,4,Medical,Male,2,Laboratory Technician,Married,307.71,1.0,Y,13,8,0,5.0,2,5,0,4
1310,1311,4.0,3.0,2.0,4,3,58,No,Travel_Rarely,Research & Development,5.0,4,Life Sciences,Male,2,Sales Executive,Single,386.35999999999996,0.0,Y,14,8,0,38.0,2,37,1,8
1311,1312,2.0,2.0,4.0,2,3,44,No,Non-Travel,Research & Development,14.375,2,Medical,Female,1,Research Scientist,Married,2546.18,4.0,Y,16,8,0,17.0,3,3,1,2
1313,1314,4.0,1.0,3.0,2,3,32,No,Travel_Rarely,Human Resources,7.5,2,Human Resources,Female,1,Sales Representative,Single,267.93,1.0,Y,15,8,1,1.0,2,1,0,0
1314,1315,4.0,4.0,3.0,3,4,20,Yes,Travel_Frequently,Sales,2.5,4,Life Sciences,Female,2,Healthcare Representative,Single,1290.12,1.0,Y,22,8,0,1.0,3,1,1,0
1315,1316,1.0,3.0,3.0,2,4,34,No,Travel_Rarely,Research & Development,0.625,4,Other,Male,4,Laboratory Technician,Single,545.74,1.0,Y,22,8,1,16.0,2,16,2,10
1316,1317,3.0,4.0,4.0,3,4,37,No,Non-Travel,Sales,15.0,2,Life Sciences,Male,1,Research Scientist,Divorced,885.9499999999999,5.0,Y,20,8,1,17.0,3,1,0,0
1317,1318,3.0,4.0,3.0,3,3,59,No,Non-Travel,Research & Development,7.5,2,Life Sciences,Male,2,Sales Executive,Married,613.99,9.0,Y,14,8,0,30.0,0,3,2,2
1318,1319,1.0,2.0,2.0,2,3,50,No,Travel_Frequently,Research & Development,1.875,4,Medical,Male,4,Research Scientist,Married,798.4599999999999,3.0,Y,13,8,2,28.0,3,8,0,7
1319,1320,3.0,3.0,3.0,2,3,25,Yes,Travel_Rarely,Sales,6.25,1,Marketing,Male,2,Research Director,Single,1070.81,1.0,Y,13,8,0,6.0,6,6,0,3
1320,1321,4.0,4.0,3.0,3,4,25,No,Travel_Rarely,Research & Development,16.25,3,Technical Degree,Male,1,Laboratory Technician,Married,1150.8899999999999,1.0,Y,22,8,1,2.0,3,2,2,1
1321,1322,2.0,4.0,3.0,3,3,22,No,Travel_Rarely,Research & Development,1.25,1,Life Sciences,Male,1,Sales Representative,Single,2513.0299999999997,1.0,Y,12,8,1,1.0,2,0,0,0
1322,1323,1.0,1.0,2.0,3,3,51,No,Travel_Frequently,Research & Development,0.625,3,Life Sciences,Female,1,Sales Executive,Single,269.49,3.0,Y,14,8,1,23.0,4,13,12,8
1324,1325,4.0,4.0,3.0,3,3,54,No,Non-Travel,Research & Development,5.625,3,Life Sciences,Male,1,Laboratory Technician,Single,2549.69,2.0,Y,17,8,0,23.0,5,5,4,4
1325,1326,2.0,3.0,3.0,3,3,24,No,Travel_Rarely,Research & Development,1.25,1,Life Sciences,Male,2,Laboratory Technician,Married,442.90999999999997,0.0,Y,13,8,1,6.0,4,5,1,2
1326,1327,3.0,2.0,3.0,3,3,34,No,Travel_Rarely,Sales,2.5,3,Marketing,Female,2,Sales Representative,Divorced,658.1899999999999,6.0,Y,12,8,1,12.0,2,1,0,0
1327,1328,3.0,4.0,3.0,3,3,37,No,Travel_Rarely,Sales,3.75,1,Technical Degree,Male,1,Laboratory Technician,Single,603.0699999999999,2.0,Y,12,8,2,12.0,3,5,1,3
1328,1329,3.0,1.0,3.0,3,4,34,No,Travel_Rarely,Sales,5.625,2,Medical,Male,2,Healthcare Representative,Single,633.88,2.0,Y,21,8,1,14.0,3,11,5,8
1329,1330,2.0,4.0,3.0,3,3,36,No,Travel_Frequently,Human Resources,4.375,3,Medical,Male,1,Research Scientist,Married,349.7,0.0,Y,11,8,0,10.0,1,9,2,8
1330,1331,1.0,4.0,3.0,3,3,36,No,Travel_Rarely,Research & Development,0.625,3,Medical,Female,2,Manufacturing Director,Divorced,2283.71,5.0,Y,13,8,0,7.0,6,1,0,0
1331,1332,3.0,4.0,4.0,3,3,43,No,Travel_Frequently,Research & Development,1.875,4,Life Sciences,Male,1,Sales Executive,Married,313.03999999999996,1.0,Y,12,8,1,25.0,3,25,4,12
1332,1333,1.0,3.0,2.0,3,4,30,No,Travel_Frequently,Research & Development,6.25,3,Life Sciences,Female,3,Healthcare Representative,Divorced,365.82,1.0,Y,24,8,0,10.0,2,10,0,9
1333,1334,3.0,2.0,4.0,3,4,33,No,Non-Travel,Sales,4.375,3,Life Sciences,Male,2,Sales Executive,Married,1461.85,0.0,Y,21,8,0,8.0,3,7,0,7
1334,1335,2.0,2.0,3.0,1,3,56,Yes,Travel_Rarely,Research & Development,9.375,3,Life Sciences,Male,2,Laboratory Technician,Married,430.56,9.0,Y,19,8,0,7.0,1,5,4,3
1335,1336,1.0,3.0,3.0,3,3,51,No,Travel_Rarely,Research & Development,1.875,2,Other,Female,2,Sales Representative,Single,2476.37,7.0,Y,14,8,1,23.0,2,20,15,15
1336,1337,2.0,3.0,2.0,3,4,31,Yes,Travel_Rarely,Research & Development,1.25,4,Technical Degree,Female,3,Sales Executive,Married,278.33,4.0,Y,20,8,0,12.0,2,7,7,7
1337,1338,3.0,2.0,2.0,2,3,26,No,Travel_Rarely,Sales,10.625,3,Medical,Female,2,Manager,Married,749.9699999999999,1.0,Y,19,8,0,5.0,4,5,4,3
1338,1339,4.0,4.0,2.0,2,3,58,Yes,Travel_Rarely,Sales,1.25,2,Medical,Female,1,Research Scientist,Married,570.05,1.0,Y,13,8,1,40.0,2,40,15,6
1339,1340,4.0,3.0,2.0,3,4,19,Yes,Travel_Rarely,Research & Development,3.125,2,Life Sciences,Male,1,Manager,Single,693.16,1.0,Y,23,8,1,0.0,2,0,0,0
1340,1341,3.0,4.0,3.0,3,3,22,No,Travel_Rarely,Sales,18.125,4,Technical Degree,Male,1,Sales Executive,Married,606.1899999999999,0.0,Y,13,8,1,3.0,1,2,2,1
1341,1342,3.0,1.0,2.0,2,3,49,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,Female,1,Sales Executive,Married,614.12,1.0,Y,11,8,1,16.0,3,15,5,11
1342,1343,2.0,3.0,3.0,4,3,43,No,Travel_Frequently,Sales,1.25,2,Life Sciences,Male,1,Sales Executive,Single,417.43,4.0,Y,13,8,0,18.0,2,3,1,2
1343,1344,3.0,4.0,3.0,4,3,50,No,Travel_Frequently,Research & Development,11.875,4,Life Sciences,Male,2,Sales Executive,Single,699.01,4.0,Y,14,8,1,16.0,3,2,2,1
1344,1345,2.0,3.0,3.0,2,4,31,Yes,Travel_Rarely,Research & Development,9.375,1,Medical,Female,2,Sales Executive,Married,528.5799999999999,3.0,Y,22,8,0,4.0,2,2,2,2
1345,1346,3.0,3.0,3.0,1,3,41,No,Travel_Rarely,Research & Development,10.625,2,Other,Male,1,Manufacturing Director,Divorced,677.04,3.0,Y,11,8,3,12.0,2,9,0,7
1346,1347,3.0,3.0,3.0,4,3,26,No,Travel_Rarely,Research & Development,10.625,4,Life Sciences,Male,2,Sales Executive,Married,634.01,1.0,Y,13,8,1,8.0,5,8,5,7
1347,1348,2.0,2.0,3.0,4,4,36,No,Travel_Rarely,Human Resources,15.625,1,Human Resources,Male,2,Research Scientist,Divorced,405.21,6.0,Y,21,8,1,7.0,2,3,0,1
1348,1349,1.0,4.0,3.0,4,3,51,Yes,Travel_Frequently,Research & Development,3.75,3,Life Sciences,Female,1,Manager,Single,203.97,2.0,Y,11,8,0,18.0,2,4,0,3
1349,1350,4.0,3.0,4.0,4,3,39,No,Travel_Rarely,Research & Development,4.375,3,Life Sciences,Female,1,Research Scientist,Married,2555.54,4.0,Y,13,8,1,17.0,3,15,5,9
1350,1351,1.0,3.0,3.0,2,3,25,No,Travel_Rarely,Sales,18.125,1,Medical,Female,3,Research Scientist,Married,398.96999999999997,2.0,Y,14,8,1,6.0,3,2,2,2
1351,1352,3.0,4.0,1.0,3,3,30,No,Travel_Rarely,Research & Development,13.125,1,Medical,Male,2,Laboratory Technician,Married,1356.55,0.0,Y,11,8,0,12.0,5,11,4,7
1352,1353,1.0,1.0,4.0,2,3,32,Yes,Travel_Rarely,Research & Development,1.25,4,Life Sciences,Female,2,Research Director,Single,539.24,7.0,Y,15,8,0,10.0,0,5,0,4
1353,1354,3.0,4.0,2.0,3,4,45,No,Travel_Rarely,Research & Development,1.25,1,Technical Degree,Female,2,Healthcare Representative,Single,749.8399999999999,5.0,Y,23,8,1,9.0,4,6,0,3
1354,1355,4.0,3.0,3.0,3,3,38,No,Travel_Rarely,Research & Development,4.375,4,Life Sciences,Female,2,Research Director,Single,655.4599999999999,3.0,Y,16,8,1,19.0,4,3,2,2
1355,1356,1.0,3.0,2.0,4,3,30,No,Travel_Rarely,Sales,8.125,3,Marketing,Female,2,Laboratory Technician,Single,750.0999999999999,1.0,Y,16,8,1,5.0,2,5,0,4
1356,1357,4.0,4.0,4.0,3,4,32,No,Travel_Frequently,Sales,1.25,3,Marketing,Male,3,Laboratory Technician,Divorced,1008.28,0.0,Y,21,8,0,9.0,3,8,0,7
1357,1358,4.0,1.0,3.0,3,3,30,No,Travel_Rarely,Research & Development,0.625,3,Medical,Female,3,Sales Executive,Divorced,1339.78,5.0,Y,13,8,0,8.0,5,3,2,2
1358,1359,2.0,4.0,3.0,3,3,30,No,Travel_Rarely,Sales,5.625,3,Medical,Male,2,Research Scientist,Single,511.67999999999995,0.0,Y,11,8,1,6.0,3,5,1,2
1359,1360,4.0,1.0,2.0,2,3,41,No,Travel_Frequently,Sales,6.25,2,Medical,Female,3,Manufacturing Director,Divorced,1032.85,4.0,Y,12,8,1,21.0,6,7,7,7
1360,1361,3.0,1.0,3.0,4,3,41,No,Travel_Rarely,Research & Development,6.25,4,Medical,Male,4,Research Scientist,Married,746.5899999999999,2.0,Y,12,8,3,7.0,2,5,1,4
1361,1362,2.0,2.0,3.0,2,3,19,No,Travel_Rarely,Research & Development,0.625,3,Other,Female,5,Manufacturing Director,Single,1976.26,1.0,Y,18,8,3,1.0,2,1,0,0
1362,1363,2.0,2.0,3.0,3,3,40,No,Travel_Frequently,Research & Development,16.25,4,Medical,Male,2,Manufacturing Director,Divorced,707.1999999999999,1.0,Y,12,8,1,20.0,2,20,2,13
1363,1364,3.0,2.0,3.0,3,3,35,No,Travel_Rarely,Sales,5.0,1,Marketing,Female,3,Laboratory Technician,Married,488.79999999999995,1.0,Y,14,8,3,10.0,2,10,0,6
1364,1365,2.0,3.0,1.0,2,3,53,No,Travel_Rarely,Sales,8.75,2,Life Sciences,Female,5,Manufacturing Director,Married,457.21,2.0,Y,12,8,1,13.0,1,7,4,5
1365,1366,2.0,2.0,1.0,3,3,45,No,Travel_Rarely,Sales,0.625,4,Technical Degree,Male,1,Research Scientist,Divorced,335.4,8.0,Y,17,8,3,20.0,3,17,0,15
1366,1367,2.0,4.0,3.0,1,3,32,No,Travel_Frequently,Sales,1.25,2,Life Sciences,Female,1,Manufacturing Director,Single,281.58,1.0,Y,19,8,1,9.0,4,9,3,7
1367,1368,4.0,3.0,3.0,4,3,29,No,Non-Travel,Research & Development,6.25,4,Technical Degree,Male,3,Healthcare Representative,Married,762.9699999999999,1.0,Y,11,8,1,10.0,6,10,0,9
1368,1369,2.0,3.0,3.0,3,3,51,No,Travel_Rarely,Research & Development,0.625,3,Other,Female,3,Research Director,Married,1041.04,2.0,Y,15,8,1,10.0,4,1,0,0
1369,1370,2.0,2.0,2.0,1,3,58,No,Travel_Rarely,Sales,1.875,3,Marketing,Female,1,Research Scientist,Married,676.78,4.0,Y,11,8,3,9.0,4,1,0,0
1370,1371,3.0,4.0,2.0,3,3,40,No,Travel_Rarely,Research & Development,6.875,2,Technical Degree,Male,4,Laboratory Technician,Married,688.35,7.0,Y,18,8,0,15.0,4,12,2,11
1371,1372,3.0,3.0,3.0,3,3,34,No,Travel_Frequently,Sales,15.0,4,Marketing,Male,2,Manufacturing Director,Married,2133.69,6.0,Y,16,8,0,6.0,1,4,1,2
1372,1373,3.0,4.0,3.0,3,4,22,No,Travel_Rarely,Research & Development,1.875,3,Medical,Male,1,Laboratory Technician,Married,1724.97,1.0,Y,25,8,1,2.0,2,2,2,2
1373,1374,4.0,2.0,1.0,4,3,27,No,Non-Travel,Research & Development,1.875,3,Medical,Male,1,Healthcare Representative,Divorced,361.78999999999996,6.0,Y,16,8,1,6.0,2,2,2,2
1374,1375,3.0,4.0,1.0,2,3,28,No,Travel_Rarely,Sales,2.5,4,Life Sciences,Male,2,Healthcare Representative,Married,706.29,1.0,Y,13,8,1,5.0,4,5,0,2
1375,1376,3.0,4.0,1.0,3,3,57,No,Travel_Rarely,Research & Development,1.875,3,Life Sciences,Male,2,Manufacturing Director,Divorced,261.69,3.0,Y,14,8,1,12.0,5,5,1,4
1376,1377,3.0,3.0,2.0,3,3,27,No,Non-Travel,Research & Development,1.25,3,Life Sciences,Male,1,Manufacturing Director,Divorced,1815.58,1.0,Y,19,8,0,1.0,1,1,0,1
1377,1378,3.0,2.0,3.0,4,3,50,No,Travel_Rarely,Research & Development,2.5,3,Life Sciences,Female,2,Manufacturing Director,Single,568.62,3.0,Y,15,8,1,21.0,5,5,4,4
1378,1379,1.0,3.0,3.0,3,3,41,No,Travel_Rarely,Sales,4.375,4,Marketing,Male,4,Laboratory Technician,Divorced,889.4599999999999,4.0,Y,12,8,1,13.0,3,9,1,8
1379,1380,2.0,4.0,3.0,2,3,30,No,Travel_Rarely,Human Resources,0.625,4,Human Resources,Female,1,Manager,Married,2265.38,2.0,Y,12,8,1,12.0,0,10,7,4
1380,1381,1.0,4.0,4.0,2,3,38,No,Travel_Rarely,Sales,0.625,1,Medical,Male,2,Laboratory Technician,Single,2288.39,4.0,Y,16,8,0,12.0,0,8,0,7
1381,1382,3.0,3.0,3.0,3,3,32,No,Travel_Rarely,Research & Development,12.5,3,Medical,Female,1,Manufacturing Director,Single,595.53,3.0,Y,14,8,1,8.0,3,5,1,4
1382,1383,3.0,2.0,2.0,3,3,27,No,Travel_Rarely,Research & Development,3.125,4,Medical,Male,2,Healthcare Representative,Married,615.55,0.0,Y,13,8,0,6.0,2,5,1,1
1383,1384,3.0,1.0,4.0,3,4,19,Yes,Travel_Frequently,Research & Development,6.25,2,Life Sciences,Male,2,Healthcare Representative,Single,544.31,0.0,Y,22,8,1,1.0,4,0,0,0
1384,1385,4.0,2.0,2.0,3,4,36,No,Travel_Frequently,Sales,15.625,3,Marketing,Female,2,Research Director,Single,715.65,4.0,Y,21,8,2,13.0,3,8,7,2
1385,1386,3.0,1.0,3.0,3,3,30,No,Non-Travel,Sales,0.625,3,Medical,Female,1,Sales Executive,Divorced,711.1,1.0,Y,18,8,1,12.0,2,12,6,10
1386,1387,3.0,1.0,4.0,3,3,45,No,Travel_Rarely,Research & Development,15.0,2,Medical,Male,2,Sales Executive,Divorced,711.88,4.0,Y,13,8,1,9.0,3,5,0,3
1387,1388,3.0,1.0,3.0,2,3,56,No,Travel_Rarely,Research & Development,2.5,3,Life Sciences,Male,4,Manager,Divorced,336.31,4.0,Y,12,8,0,19.0,2,2,2,2
1388,1389,3.0,4.0,4.0,3,3,33,No,Travel_Rarely,Research & Development,1.25,2,Medical,Male,1,Sales Executive,Single,317.2,0.0,Y,18,8,3,4.0,4,3,0,2
1389,1390,2.0,4.0,2.0,3,4,19,Yes,Travel_Rarely,Research & Development,5.0,2,Life Sciences,Male,2,Sales Executive,Single,2076.36,1.0,Y,21,8,0,1.0,2,1,1,0
1390,1391,2.0,1.0,3.0,1,3,46,No,Travel_Rarely,Research & Development,6.25,3,Technical Degree,Female,2,Laboratory Technician,Divorced,1999.27,1.0,Y,12,8,0,24.0,1,24,15,7
1391,1392,3.0,4.0,3.0,4,3,38,No,Travel_Rarely,Sales,2.5,4,Life Sciences,Male,1,Manufacturing Director,Single,920.66,1.0,Y,14,8,0,2.0,3,2,2,1
1392,1393,3.0,4.0,3.0,4,3,31,No,Travel_Rarely,Sales,1.25,5,Life Sciences,Male,2,Sales Representative,Married,354.64,8.0,Y,11,8,0,7.0,3,4,0,2
1393,1394,4.0,2.0,3.0,3,3,34,No,Travel_Rarely,Sales,5.625,3,Marketing,Female,2,Manager,Single,697.8399999999999,2.0,Y,14,8,1,9.0,2,3,1,2
1394,1395,2.0,2.0,2.0,3,4,41,Yes,Travel_Rarely,Research & Development,11.25,4,Life Sciences,Male,5,Laboratory Technician,Single,695.11,1.0,Y,24,8,1,4.0,1,4,0,2
1395,1396,3.0,3.0,2.0,2,3,50,No,Travel_Rarely,Sales,11.875,4,Marketing,Male,3,Sales Executive,Married,415.34999999999997,2.0,Y,11,8,0,5.0,4,3,0,2
1396,1397,4.0,1.0,3.0,3,3,53,No,Travel_Rarely,Sales,0.625,2,Life Sciences,Male,1,Manager,Divorced,518.5699999999999,1.0,Y,13,8,0,5.0,2,4,1,3
1397,1398,4.0,2.0,3.0,1,3,33,No,Travel_Rarely,Research & Development,2.5,3,Life Sciences,Male,1,Human Resources,Married,429.78,1.0,Y,11,8,3,8.0,6,8,1,6
1398,1399,4.0,3.0,3.0,3,4,40,No,Travel_Rarely,Research & Development,6.875,3,Life Sciences,Female,2,Sales Executive,Married,910.65,1.0,Y,20,8,2,21.0,2,20,9,9
1399,1400,3.0,2.0,3.0,2,3,55,No,Travel_Rarely,Research & Development,3.75,1,Life Sciences,Female,2,Laboratory Technician,Single,345.15,8.0,Y,17,8,0,36.0,0,24,2,15
1400,1401,4.0,3.0,2.0,4,3,34,No,Travel_Frequently,Human Resources,4.375,4,Other,Female,1,Research Scientist,Married,181.09,1.0,Y,11,8,2,10.0,4,10,1,9
1401,1402,4.0,2.0,3.0,3,3,51,No,Travel_Rarely,Human Resources,2.5,2,Human Resources,Male,2,Sales Representative,Single,334.09999999999997,3.0,Y,18,8,0,21.0,2,7,1,0
1402,1403,3.0,3.0,3.0,3,3,52,No,Travel_Rarely,Research & Development,1.25,4,Medical,Female,2,Sales Representative,Married,459.81,0.0,Y,11,8,1,34.0,3,33,11,9
1403,1404,4.0,2.0,2.0,3,3,27,No,Travel_Rarely,Sales,9.375,3,Marketing,Male,1,Research Scientist,Single,518.18,1.0,Y,12,8,2,7.0,3,7,0,3
1404,1405,2.0,3.0,3.0,4,3,35,Yes,Travel_Rarely,Research & Development,1.25,4,Life Sciences,Female,2,Research Director,Married,1414.79,3.0,Y,12,8,0,8.0,3,1,0,1
1405,1406,4.0,4.0,4.0,2,4,43,No,Non-Travel,Research & Development,3.75,2,Medical,Male,1,Healthcare Representative,Divorced,263.64,4.0,Y,20,8,1,7.0,2,5,2,2
1406,1407,1.0,4.0,3.0,3,3,45,No,Non-Travel,Research & Development,5.625,2,Medical,Female,1,Sales Executive,Married,1238.25,9.0,Y,19,8,0,22.0,3,20,11,8
1408,1409,2.0,2.0,3.0,4,3,35,No,Travel_Frequently,Research & Development,0.625,3,Other,Male,2,Research Director,Single,295.75,5.0,Y,13,8,0,10.0,2,6,1,2
1409,1410,3.0,3.0,3.0,3,3,42,No,Non-Travel,Research & Development,0.625,1,Technical Degree,Male,2,Sales Executive,Divorced,1024.27,2.0,Y,11,8,1,11.0,2,5,0,2
1410,1411,4.0,3.0,3.0,3,3,38,No,Travel_Rarely,Sales,5.0,2,Marketing,Male,5,Research Scientist,Married,640.9,9.0,Y,14,8,0,14.0,0,1,0,0
1411,1412,4.0,4.0,1.0,4,3,38,No,Travel_Rarely,Human Resources,15.625,1,Human Resources,Female,1,Manufacturing Director,Married,1020.1099999999999,3.0,Y,14,8,1,9.0,3,7,1,7
1412,1413,3.0,1.0,3.0,2,3,27,No,Travel_Frequently,Research & Development,8.125,4,Medical,Male,1,Manager,Married,572.13,5.0,Y,13,8,0,6.0,4,2,2,0
